Date,Week,Product_ID,Sales,Promotion,Holiday
2022-01-08,1,P010,23,No,No
2022-01-09,1,P001,12,No,No
2022-01-09,1,P002,22,No,No
2022-01-09,1,P003,22,No,No
2022-01-09,1,P004,15,No,No
2022-01-09,1,P005,21,No,No
2022-01-09,1,P006,16,No,No
2022-01-09,1,P007,22,No,No
2022-01-09,1,P008,15,No,No
2022-01-09,1,P009,23,No,No
2022-01-09,1,P010,21,No,No
2022-01-10,2,P001,24,No,No
2022-01-10,2,P002,21,No,No
2022-01-10,2,P003,26,No,No
2022-01-10,2,P004,25,No,No
2022-01-10,2,P005,15,Yes,No
2022-01-10,2,P006,15,No,No
2022-01-10,2,P007,24,No,No
2022-01-10,2,P008,20,Yes,No
2022-01-10,2,P009,31,No,No
2022-01-10,2,P010,18,No,No
2022-01-11,2,P001,18,No,No
2022-01-11,2,P002,21,No,No
2022-01-11,2,P003,19,No,No
2022-01-11,2,P004,25,No,No
2022-01-11,2,P005,24,Yes,No
2022-01-11,2,P006,20,Yes,No
2022-01-11,2,P007,20,No,No
2022-01-11,2,P008,15,No,No
2022-01-11,2,P009,24,No,No
2022-01-11,2,P010,17,No,No
2022-01-12,2,P001,13,No,No
2022-01-12,2,P002,27,Yes,No
2022-01-12,2,P003,16,No,No
2022-01-12,2,P004,20,No,No
2022-01-12,2,P005,16,No,No
2022-01-12,2,P006,26,Yes,No
2022-01-12,2,P007,27,No,No
2022-01-12,2,P008,25,No,No
2022-01-12,2,P009,34,No,No
2022-01-12,2,P010,19,Yes,No
2022-01-13,2,P001,25,Yes,No
2022-01-13,2,P002,13,No,No
2022-01-13,2,P003,18,No,No
2022-01-13,2,P004,21,Yes,No
2022-01-13,2,P005,28,No,No
2022-01-13,2,P006,13,No,No
2022-01-13,2,P007,22,No,No
2022-01-13,2,P008,17,No,No
2022-01-13,2,P009,23,No,No
2022-01-13,2,P010,24,No,No
2022-01-14,2,P001,19,Yes,No
2022-01-14,2,P002,10,No,No
2022-01-14,2,P003,26,No,No
2022-01-14,2,P004,21,No,No
2022-01-14,2,P005,17,No,No
2022-01-14,2,P006,16,No,No
2022-01-14,2,P007,19,No,No
2022-01-14,2,P008,22,No,No
2022-01-14,2,P009,13,No,No
2022-01-14,2,P010,16,No,No
2022-01-15,2,P001,18,No,No
2022-01-15,2,P002,18,No,No
2022-01-15,2,P003,21,No,No
2022-01-15,2,P004,15,No,No
2022-01-15,2,P005,17,No,No
2022-01-15,2,P006,22,No,No
2022-01-15,2,P007,29,No,No
2022-01-15,2,P008,15,No,No
2022-01-15,2,P009,16,No,No
2022-01-15,2,P010,21,No,No
2022-01-16,2,P001,23,No,No
2022-01-16,2,P002,20,No,No
2022-01-16,2,P003,26,Yes,No
2022-01-16,2,P004,10,Yes,No
2022-01-16,2,P005,15,No,No
2022-01-16,2,P006,18,No,No
2022-01-16,2,P007,13,No,No
2022-01-16,2,P008,22,No,No
2022-01-16,2,P009,26,No,No
2022-01-16,2,P010,24,No,No
2022-01-17,3,P001,34,No,No
2022-01-17,3,P002,19,No,No
2022-01-17,3,P003,24,No,No
2022-01-17,3,P004,23,No,No
2022-01-17,3,P005,19,No,No
2022-01-17,3,P006,28,No,No
2022-01-17,3,P007,18,No,No
2022-01-17,3,P008,13,No,No
2022-01-17,3,P009,21,No,No
2022-01-17,3,P010,12,Yes,No
2022-01-18,3,P001,19,No,No
2022-01-18,3,P002,25,Yes,No
2022-01-18,3,P003,27,No,No
2022-01-18,3,P004,31,No,No
2022-01-18,3,P005,16,No,No
2022-01-18,3,P006,20,No,No
2022-01-18,3,P007,22,No,No
2022-01-18,3,P008,14,No,No
2022-01-18,3,P009,22,Yes,No
2022-01-18,3,P010,22,No,No
2022-01-19,3,P001,14,No,No
2022-01-19,3,P002,15,No,No
2022-01-19,3,P003,16,No,No
2022-01-19,3,P004,26,No,No
2022-01-19,3,P005,22,No,No
2022-01-19,3,P006,14,No,No
2022-01-19,3,P007,17,No,No
2022-01-19,3,P008,17,Yes,No
2022-01-19,3,P009,22,No,No
2022-01-19,3,P010,12,No,No
2022-01-20,3,P001,15,No,No
2022-01-20,3,P002,25,Yes,No
2022-01-20,3,P003,17,No,No
2022-01-20,3,P004,16,No,No
2022-01-20,3,P005,26,No,No
2022-01-20,3,P006,16,Yes,No
2022-01-20,3,P007,15,Yes,No
2022-01-20,3,P008,22,No,No
2022-01-20,3,P009,25,No,No
2022-01-20,3,P010,21,No,No
2022-01-21,3,P001,21,No,No
2022-01-21,3,P002,19,No,No
2022-01-21,3,P003,12,No,No
2022-01-21,3,P004,20,Yes,No
2022-01-21,3,P005,18,No,No
2022-01-21,3,P006,22,Yes,No
2022-01-21,3,P007,26,No,No
2022-01-21,3,P008,20,No,No
2022-01-21,3,P009,17,No,No
2022-01-21,3,P010,17,No,No
2022-01-22,3,P001,23,No,No
2022-01-22,3,P002,14,No,No
2022-01-22,3,P003,13,No,No
2022-01-22,3,P004,17,Yes,No
2022-01-22,3,P005,15,No,No
2022-01-22,3,P006,19,No,No
2022-01-22,3,P007,29,Yes,No
2022-01-22,3,P008,26,Yes,No
2022-01-22,3,P009,19,No,No
2022-01-22,3,P010,19,No,No
2022-01-23,3,P001,28,No,No
2022-01-23,3,P002,14,Yes,No
2022-01-23,3,P003,21,Yes,No
2022-01-23,3,P004,13,No,No
2022-01-23,3,P005,22,No,No
2022-01-23,3,P006,20,Yes,No
2022-01-23,3,P007,20,No,No
2022-01-23,3,P008,14,No,No
2022-01-23,3,P009,19,Yes,No
2022-01-23,3,P010,22,No,No
2022-01-24,4,P001,24,No,No
2022-01-24,4,P002,18,No,No
2022-01-24,4,P003,20,No,No
2022-01-24,4,P004,19,No,No
2022-01-24,4,P005,18,Yes,No
2022-01-24,4,P006,27,No,No
2022-01-24,4,P007,21,No,No
2022-01-24,4,P008,18,No,No
2022-01-24,4,P009,24,Yes,No
2022-01-24,4,P010,27,No,No
2022-01-25,4,P001,22,No,No
2022-01-25,4,P002,14,No,No
2022-01-25,4,P003,27,No,No
2022-01-25,4,P004,11,No,No
2022-01-25,4,P005,21,No,No
2022-01-25,4,P006,26,No,No
2022-01-25,4,P007,21,No,No
2022-01-25,4,P008,21,No,No
2022-01-25,4,P009,19,No,No
2022-01-25,4,P010,11,No,No
2022-01-26,4,P001,29,No,No
2022-01-26,4,P002,15,No,No
2022-01-26,4,P003,16,Yes,No
2022-01-26,4,P004,21,No,No
2022-01-26,4,P005,19,No,No
2022-01-26,4,P006,14,No,No
2022-01-26,4,P007,23,No,No
2022-01-26,4,P008,13,No,No
2022-01-26,4,P009,17,No,No
2022-01-26,4,P010,32,No,No
2022-01-27,4,P001,22,No,No
2022-01-27,4,P002,28,Yes,No
2022-01-27,4,P003,11,No,No
2022-01-27,4,P004,16,No,No
2022-01-27,4,P005,17,Yes,No
2022-01-27,4,P006,14,No,No
2022-01-27,4,P007,21,No,No
2022-01-27,4,P008,18,No,No
2022-01-27,4,P009,26,No,No
2022-01-27,4,P010,24,No,No
2022-01-28,4,P001,27,No,No
2022-01-28,4,P002,23,No,No
2022-01-28,4,P003,26,No,No
2022-01-28,4,P004,11,Yes,No
2022-01-28,4,P005,18,Yes,No
2022-01-28,4,P006,27,No,No
2022-01-28,4,P007,18,Yes,No
2022-01-28,4,P008,16,No,No
2022-01-28,4,P009,25,Yes,No
2022-01-28,4,P010,22,No,No
2022-01-29,4,P001,20,No,No
2022-01-29,4,P002,16,Yes,No
2022-01-29,4,P003,17,No,No
2022-01-29,4,P004,19,Yes,No
2022-01-29,4,P005,18,No,No
2022-01-29,4,P006,16,No,No
2022-01-29,4,P007,19,Yes,No
2022-01-29,4,P008,17,No,No
2022-01-29,4,P009,19,No,No
2022-01-29,4,P010,19,No,No
2022-01-30,4,P001,20,No,No
2022-01-30,4,P002,10,Yes,No
2022-01-30,4,P003,19,No,No
2022-01-30,4,P004,23,No,No
2022-01-30,4,P005,29,Yes,No
2022-01-30,4,P006,18,No,No
2022-01-30,4,P007,17,No,No
2022-01-30,4,P008,23,No,No
2022-01-30,4,P009,21,No,No
2022-01-30,4,P010,24,No,No
2022-01-31,5,P001,21,Yes,No
2022-01-31,5,P002,19,No,No
2022-01-31,5,P003,15,No,No
2022-01-31,5,P004,31,No,No
2022-01-31,5,P005,16,Yes,No
2022-01-31,5,P006,15,No,No
2022-01-31,5,P007,19,No,No
2022-01-31,5,P008,22,No,No
2022-01-31,5,P009,16,Yes,No
2022-01-31,5,P010,21,No,No
2022-02-01,5,P001,19,No,No
2022-02-01,5,P002,20,No,No
2022-02-01,5,P003,18,No,No
2022-02-01,5,P004,21,Yes,No
2022-02-01,5,P005,20,No,No
2022-02-01,5,P006,16,Yes,No
2022-02-01,5,P007,19,No,No
2022-02-01,5,P008,20,No,No
2022-02-01,5,P009,18,No,No
2022-02-01,5,P010,13,Yes,No
2022-02-02,5,P001,20,No,No
2022-02-02,5,P002,26,No,No
2022-02-02,5,P003,20,No,No
2022-02-02,5,P004,14,Yes,No
2022-02-02,5,P005,20,No,No
2022-02-02,5,P006,22,No,No
2022-02-02,5,P007,21,No,No
2022-02-02,5,P008,19,No,No
2022-02-02,5,P009,27,No,No
2022-02-02,5,P010,14,No,No
2022-02-03,5,P001,29,No,No
2022-02-03,5,P002,25,Yes,No
2022-02-03,5,P003,16,Yes,No
2022-02-03,5,P004,14,No,No
2022-02-03,5,P005,7,No,No
2022-02-03,5,P006,19,No,No
2022-02-03,5,P007,18,No,No
2022-02-03,5,P008,19,No,No
2022-02-03,5,P009,19,No,No
2022-02-03,5,P010,16,No,No
2022-02-04,5,P001,18,No,No
2022-02-04,5,P002,10,No,No
2022-02-04,5,P003,18,No,No
2022-02-04,5,P004,22,No,No
2022-02-04,5,P005,18,No,No
2022-02-04,5,P006,18,Yes,No
2022-02-04,5,P007,17,No,No
2022-02-04,5,P008,22,No,No
2022-02-04,5,P009,21,No,No
2022-02-04,5,P010,25,No,No
2022-02-05,5,P001,17,No,No
2022-02-05,5,P002,17,No,No
2022-02-05,5,P003,17,Yes,No
2022-02-05,5,P004,24,No,No
2022-02-05,5,P005,20,Yes,No
2022-02-05,5,P006,10,Yes,No
2022-02-05,5,P007,24,No,No
2022-02-05,5,P008,23,Yes,No
2022-02-05,5,P009,23,No,No
2022-02-05,5,P010,18,No,No
2022-02-06,5,P001,10,No,No
2022-02-06,5,P002,23,Yes,No
2022-02-06,5,P003,22,No,No
2022-02-06,5,P004,30,No,No
2022-02-06,5,P005,20,Yes,No
2022-02-06,5,P006,14,Yes,No
2022-02-06,5,P007,19,No,No
2022-02-06,5,P008,24,No,No
2022-02-06,5,P009,15,No,No
2022-02-06,5,P010,18,No,No
2022-02-07,6,P001,16,No,No
2022-02-07,6,P002,27,No,No
2022-02-07,6,P003,17,No,No
2022-02-07,6,P004,15,No,No
2022-02-07,6,P005,17,Yes,No
2022-02-07,6,P006,21,No,No
2022-02-07,6,P007,16,No,No
2022-02-07,6,P008,25,No,No
2022-02-07,6,P009,21,No,No
2022-02-07,6,P010,21,No,No
2022-02-08,6,P001,17,Yes,No
2022-02-08,6,P002,25,No,No
2022-02-08,6,P003,23,No,No
2022-02-08,6,P004,14,No,No
2022-02-08,6,P005,17,Yes,No
2022-02-08,6,P006,18,No,No
2022-02-08,6,P007,14,No,No
2022-02-08,6,P008,23,No,No
2022-02-08,6,P009,21,No,No
2022-02-08,6,P010,15,No,No
2022-02-09,6,P001,25,No,No
2022-02-09,6,P002,16,No,No
2022-02-09,6,P003,21,No,No
2022-02-09,6,P004,22,No,No
2022-02-09,6,P005,19,No,No
2022-02-09,6,P006,25,No,No
2022-02-09,6,P007,22,No,No
2022-02-09,6,P008,26,No,No
2022-02-09,6,P009,18,No,No
2022-02-09,6,P010,21,No,No
2022-02-10,6,P001,21,No,No
2022-02-10,6,P002,18,Yes,No
2022-02-10,6,P003,14,No,No
2022-02-10,6,P004,13,Yes,No
2022-02-10,6,P005,19,No,No
2022-02-10,6,P006,13,No,No
2022-02-10,6,P007,22,No,No
2022-02-10,6,P008,19,No,No
2022-02-10,6,P009,18,No,No
2022-02-10,6,P010,17,Yes,No
2022-02-11,6,P001,22,No,No
2022-02-11,6,P002,23,No,No
2022-02-11,6,P003,19,No,No
2022-02-11,6,P004,21,Yes,No
2022-02-11,6,P005,10,No,No
2022-02-11,6,P006,24,No,No
2022-02-11,6,P007,21,Yes,No
2022-02-11,6,P008,20,No,No
2022-02-11,6,P009,16,No,No
2022-02-11,6,P010,28,No,No
2022-02-12,6,P001,25,No,No
2022-02-12,6,P002,15,Yes,No
2022-02-12,6,P003,31,No,No
2022-02-12,6,P004,15,No,No
2022-02-12,6,P005,18,No,No
2022-02-12,6,P006,26,No,No
2022-02-12,6,P007,17,No,No
2022-02-12,6,P008,15,No,No
2022-02-12,6,P009,27,No,No
2022-02-12,6,P010,25,No,No
2022-02-13,6,P001,25,No,No
2022-02-13,6,P002,28,Yes,No
2022-02-13,6,P003,19,Yes,No
2022-02-13,6,P004,20,No,No
2022-02-13,6,P005,24,No,No
2022-02-13,6,P006,21,No,No
2022-02-13,6,P007,11,Yes,No
2022-02-13,6,P008,19,No,No
2022-02-13,6,P009,24,Yes,No
2022-02-13,6,P010,20,Yes,No
2022-02-14,7,P001,17,No,No
2022-02-14,7,P002,21,No,No
2022-02-14,7,P003,14,No,No
2022-02-14,7,P004,18,No,No
2022-02-14,7,P005,22,No,No
2022-02-14,7,P006,21,No,No
2022-02-14,7,P007,20,No,No
2022-02-14,7,P008,20,No,No
2022-02-14,7,P009,15,No,No
2022-02-14,7,P010,22,No,No
2022-02-15,7,P001,21,No,No
2022-02-15,7,P002,27,No,No
2022-02-15,7,P003,22,Yes,No
2022-02-15,7,P004,21,Yes,No
2022-02-15,7,P005,18,No,No
2022-02-15,7,P006,26,No,No
2022-02-15,7,P007,23,No,No
2022-02-15,7,P008,17,No,No
2022-02-15,7,P009,17,No,No
2022-02-15,7,P010,25,No,No
2022-02-16,7,P001,24,No,No
2022-02-16,7,P002,14,Yes,No
2022-02-16,7,P003,17,Yes,No
2022-02-16,7,P004,19,Yes,No
2022-02-16,7,P005,16,No,No
2022-02-16,7,P006,25,Yes,No
2022-02-16,7,P007,23,No,No
2022-02-16,7,P008,19,No,No
2022-02-16,7,P009,7,No,No
2022-02-16,7,P010,15,Yes,No
2022-02-17,7,P001,24,No,No
2022-02-17,7,P002,10,Yes,No
2022-02-17,7,P003,18,No,No
2022-02-17,7,P004,28,No,No
2022-02-17,7,P005,15,No,No
2022-02-17,7,P006,26,No,No
2022-02-17,7,P007,13,No,No
2022-02-17,7,P008,14,No,No
2022-02-17,7,P009,20,No,No
2022-02-17,7,P010,13,Yes,No
2022-02-18,7,P001,20,No,No
2022-02-18,7,P002,20,No,No
2022-02-18,7,P003,17,No,No
2022-02-18,7,P004,15,No,No
2022-02-18,7,P005,17,No,No
2022-02-18,7,P006,16,No,No
2022-02-18,7,P007,10,No,No
2022-02-18,7,P008,16,No,No
2022-02-18,7,P009,24,No,No
2022-02-18,7,P010,16,Yes,No
2022-02-19,7,P001,14,No,No
2022-02-19,7,P002,15,Yes,No
2022-02-19,7,P003,26,Yes,No
2022-02-19,7,P004,25,No,No
2022-02-19,7,P005,17,Yes,No
2022-02-19,7,P006,17,No,No
2022-02-19,7,P007,20,No,No
2022-02-19,7,P008,18,No,No
2022-02-19,7,P009,21,No,No
2022-02-19,7,P010,26,No,No
2022-02-20,7,P001,17,No,No
2022-02-20,7,P002,14,No,No
2022-02-20,7,P003,19,No,No
2022-02-20,7,P004,20,Yes,No
2022-02-20,7,P005,20,No,No
2022-02-20,7,P006,25,No,No
2022-02-20,7,P007,11,Yes,No
2022-02-20,7,P008,25,No,No
2022-02-20,7,P009,16,No,No
2022-02-20,7,P010,27,Yes,No
2022-02-21,8,P001,18,No,No
2022-02-21,8,P002,19,No,No
2022-02-21,8,P003,29,Yes,No
2022-02-21,8,P004,22,No,No
2022-02-21,8,P005,13,Yes,No
2022-02-21,8,P006,11,No,No
2022-02-21,8,P007,32,No,No
2022-02-21,8,P008,18,No,No
2022-02-21,8,P009,20,No,No
2022-02-21,8,P010,19,No,No
2022-02-22,8,P001,27,No,No
2022-02-22,8,P002,22,No,No
2022-02-22,8,P003,20,No,No
2022-02-22,8,P004,22,No,No
2022-02-22,8,P005,23,No,No
2022-02-22,8,P006,23,No,No
2022-02-22,8,P007,21,No,No
2022-02-22,8,P008,20,Yes,No
2022-02-22,8,P009,14,Yes,No
2022-02-22,8,P010,20,Yes,No
2022-02-23,8,P001,24,No,No
2022-02-23,8,P002,16,Yes,No
2022-02-23,8,P003,19,No,No
2022-02-23,8,P004,21,No,No
2022-02-23,8,P005,23,No,No
2022-02-23,8,P006,10,No,No
2022-02-23,8,P007,17,Yes,No
2022-02-23,8,P008,25,No,No
2022-02-23,8,P009,17,No,No
2022-02-23,8,P010,20,No,No
2022-02-24,8,P001,23,No,No
2022-02-24,8,P002,19,Yes,No
2022-02-24,8,P003,23,No,No
2022-02-24,8,P004,23,No,No
2022-02-24,8,P005,12,No,No
2022-02-24,8,P006,17,No,No
2022-02-24,8,P007,9,No,No
2022-02-24,8,P008,24,Yes,No
2022-02-24,8,P009,19,No,No
2022-02-24,8,P010,23,No,No
2022-02-25,8,P001,20,No,No
2022-02-25,8,P002,19,No,No
2022-02-25,8,P003,13,No,No
2022-02-25,8,P004,17,No,No
2022-02-25,8,P005,19,No,No
2022-02-25,8,P006,15,Yes,No
2022-02-25,8,P007,19,No,No
2022-02-25,8,P008,22,No,No
2022-02-25,8,P009,13,No,No
2022-02-25,8,P010,17,Yes,No
2022-02-26,8,P001,16,No,No
2022-02-26,8,P002,19,No,No
2022-02-26,8,P003,16,No,No
2022-02-26,8,P004,17,Yes,No
2022-02-26,8,P005,21,No,No
2022-02-26,8,P006,17,Yes,No
2022-02-26,8,P007,17,No,No
2022-02-26,8,P008,22,No,No
2022-02-26,8,P009,27,Yes,No
2022-02-26,8,P010,9,No,No
2022-02-27,8,P001,26,Yes,No
2022-02-27,8,P002,24,No,No
2022-02-27,8,P003,21,No,No
2022-02-27,8,P004,18,No,No
2022-02-27,8,P005,17,No,No
2022-02-27,8,P006,22,No,No
2022-02-27,8,P007,24,No,No
2022-02-27,8,P008,20,No,No
2022-02-27,8,P009,16,Yes,No
2022-02-27,8,P010,20,No,No
2022-02-28,9,P001,28,No,No
2022-02-28,9,P002,27,No,No
2022-02-28,9,P003,25,No,No
2022-02-28,9,P004,17,No,No
2022-02-28,9,P005,19,No,No
2022-02-28,9,P006,26,No,No
2022-02-28,9,P007,16,No,No
2022-02-28,9,P008,17,No,No
2022-02-28,9,P009,23,No,No
2022-02-28,9,P010,27,Yes,No
2022-03-01,9,P001,13,Yes,No
2022-03-01,9,P002,16,Yes,No
2022-03-01,9,P003,17,No,No
2022-03-01,9,P004,15,No,No
2022-03-01,9,P005,20,No,No
2022-03-01,9,P006,18,No,No
2022-03-01,9,P007,15,No,No
2022-03-01,9,P008,20,No,No
2022-03-01,9,P009,25,No,No
2022-03-01,9,P010,26,No,No
2022-03-02,9,P001,18,No,No
2022-03-02,9,P002,18,No,No
2022-03-02,9,P003,18,No,No
2022-03-02,9,P004,18,No,No
2022-03-02,9,P005,25,No,No
2022-03-02,9,P006,28,No,No
2022-03-02,9,P007,17,No,No
2022-03-02,9,P008,24,No,No
2022-03-02,9,P009,19,No,No
2022-03-02,9,P010,25,No,No
2022-03-03,9,P001,27,No,No
2022-03-03,9,P002,15,No,No
2022-03-03,9,P003,19,Yes,No
2022-03-03,9,P004,15,No,No
2022-03-03,9,P005,20,No,No
2022-03-03,9,P006,23,Yes,No
2022-03-03,9,P007,15,Yes,No
2022-03-03,9,P008,19,Yes,No
2022-03-03,9,P009,16,No,No
2022-03-03,9,P010,28,No,No
2022-03-04,9,P001,13,No,No
2022-03-04,9,P002,25,No,No
2022-03-04,9,P003,18,Yes,No
2022-03-04,9,P004,25,No,No
2022-03-04,9,P005,24,No,No
2022-03-04,9,P006,16,No,No
2022-03-04,9,P007,22,Yes,No
2022-03-04,9,P008,15,No,No
2022-03-04,9,P009,15,No,No
2022-03-04,9,P010,23,Yes,No
2022-03-05,9,P001,23,No,No
2022-03-05,9,P002,12,No,No
2022-03-05,9,P003,20,No,No
2022-03-05,9,P004,22,No,No
2022-03-05,9,P005,25,No,No
2022-03-05,9,P006,14,Yes,No
2022-03-05,9,P007,21,Yes,No
2022-03-05,9,P008,15,No,No
2022-03-05,9,P009,18,No,No
2022-03-05,9,P010,18,Yes,No
2022-03-06,9,P001,22,No,No
2022-03-06,9,P002,19,No,No
2022-03-06,9,P003,10,No,No
2022-03-06,9,P004,20,No,No
2022-03-06,9,P005,16,No,No
2022-03-06,9,P006,14,No,No
2022-03-06,9,P007,13,Yes,No
2022-03-06,9,P008,20,No,No
2022-03-06,9,P009,16,Yes,No
2022-03-06,9,P010,16,Yes,No
2022-03-07,10,P001,24,No,No
2022-03-07,10,P002,23,No,No
2022-03-07,10,P003,25,No,No
2022-03-07,10,P004,22,No,No
2022-03-07,10,P005,16,No,No
2022-03-07,10,P006,23,No,No
2022-03-07,10,P007,29,No,No
2022-03-07,10,P008,17,Yes,No
2022-03-07,10,P009,17,No,No
2022-03-07,10,P010,19,No,No
2022-03-08,10,P001,20,Yes,No
2022-03-08,10,P002,22,No,No
2022-03-08,10,P003,24,No,No
2022-03-08,10,P004,20,Yes,No
2022-03-08,10,P005,30,No,No
2022-03-08,10,P006,18,No,No
2022-03-08,10,P007,18,No,No
2022-03-08,10,P008,18,No,No
2022-03-08,10,P009,23,Yes,No
2022-03-08,10,P010,27,No,No
2022-03-09,10,P001,15,Yes,No
2022-03-09,10,P002,18,No,No
2022-03-09,10,P003,25,No,No
2022-03-09,10,P004,22,No,No
2022-03-09,10,P005,23,No,No
2022-03-09,10,P006,20,No,No
2022-03-09,10,P007,19,No,No
2022-03-09,10,P008,23,No,No
2022-03-09,10,P009,21,No,No
2022-03-09,10,P010,14,No,No
2022-03-10,10,P001,16,Yes,No
2022-03-10,10,P002,18,No,No
2022-03-10,10,P003,18,Yes,No
2022-03-10,10,P004,19,No,No
2022-03-10,10,P005,20,No,No
2022-03-10,10,P006,17,No,No
2022-03-10,10,P007,16,No,No
2022-03-10,10,P008,12,No,No
2022-03-10,10,P009,15,No,No
2022-03-10,10,P010,20,No,No
2022-03-11,10,P001,15,Yes,No
2022-03-11,10,P002,18,No,No
2022-03-11,10,P003,25,No,No
2022-03-11,10,P004,16,No,No
2022-03-11,10,P005,15,No,No
2022-03-11,10,P006,19,No,No
2022-03-11,10,P007,26,No,No
2022-03-11,10,P008,26,No,No
2022-03-11,10,P009,27,No,No
2022-03-11,10,P010,28,No,No
2022-03-12,10,P001,16,No,No
2022-03-12,10,P002,17,No,No
2022-03-12,10,P003,27,Yes,No
2022-03-12,10,P004,21,No,No
2022-03-12,10,P005,22,No,No
2022-03-12,10,P006,19,No,No
2022-03-12,10,P007,24,Yes,No
2022-03-12,10,P008,14,No,No
2022-03-12,10,P009,20,Yes,No
2022-03-12,10,P010,16,No,No
2022-03-13,10,P001,28,No,No
2022-03-13,10,P002,20,No,No
2022-03-13,10,P003,29,No,No
2022-03-13,10,P004,22,Yes,No
2022-03-13,10,P005,9,No,No
2022-03-13,10,P006,18,No,No
2022-03-13,10,P007,25,No,No
2022-03-13,10,P008,26,No,No
2022-03-13,10,P009,16,Yes,No
2022-03-13,10,P010,24,No,No
2022-03-14,11,P001,28,No,No
2022-03-14,11,P002,15,Yes,No
2022-03-14,11,P003,27,No,No
2022-03-14,11,P004,16,No,No
2022-03-14,11,P005,22,Yes,No
2022-03-14,11,P006,16,No,No
2022-03-14,11,P007,24,No,No
2022-03-14,11,P008,25,No,No
2022-03-14,11,P009,29,No,No
2022-03-14,11,P010,22,No,No
2022-03-15,11,P001,16,No,No
2022-03-15,11,P002,21,No,No
2022-03-15,11,P003,17,Yes,No
2022-03-15,11,P004,16,No,No
2022-03-15,11,P005,24,No,No
2022-03-15,11,P006,13,No,No
2022-03-15,11,P007,17,Yes,No
2022-03-15,11,P008,20,No,No
2022-03-15,11,P009,24,No,No
2022-03-15,11,P010,18,Yes,No
2022-03-16,11,P001,30,No,No
2022-03-16,11,P002,18,No,No
2022-03-16,11,P003,31,No,No
2022-03-16,11,P004,20,No,No
2022-03-16,11,P005,19,No,No
2022-03-16,11,P006,16,Yes,No
2022-03-16,11,P007,19,No,No
2022-03-16,11,P008,30,No,No
2022-03-16,11,P009,20,Yes,No
2022-03-16,11,P010,22,No,No
2022-03-17,11,P001,20,No,No
2022-03-17,11,P002,20,No,No
2022-03-17,11,P003,17,Yes,No
2022-03-17,11,P004,19,No,No
2022-03-17,11,P005,22,No,No
2022-03-17,11,P006,12,No,No
